BAIRRO,DRE,num_alunos
VILA PRADO,FO,1089
JARDIM RUBILENE, SA,1087
JARDIM ELIZA,CL,1085
VILA BARRETO,PJ,1085
VILA SÃ”NIA, BT,1081
VILA BUTANTA,BT,1080
CHACARA CRUZEIRO DO SUL, PE,1072
ESTÂNCIA MIRIM,CL,1068
JARDIM DA CONQUISTA ZONA LESTE, SM,1068
JARDIM PAPAI NOEL, CS,1058
VILA SEABRA, MP,1056
CONJUNTO HABITACIONAL FAZENDA DO CARMO, G,1052
IMIRIM,FO,1047
JARDIM MONTE ALEGRE, FB,1045
VILA ALPINA, IP,1043
RECANTO CAMPO BELO, CS,1032
FAZENDA MORUMBI, CL,1026
ITAIM, MP,1026
JARDIM HELENA, SM,1026
JACANA, JT,1025
JARDIM MARISTELA,PJ,1025
PARQUE GUAIANAZES,MP,1025
COHAB SANTA ETELVINA II, G,1022
JARDIM SAO JOSE SAO MATEUS,SM,1020
VILA SILVIA, PE,1020
VILA POPULAR,G,1014
VILA DORNA, JT,1012
VILA AMÉLIA,JT,1011
CONJUNTO HABITACIONAL PADRE MANOEL DA NÃ“, PE,1010
VILA NOVA CACHOEIRINHA,JT,1010
VILA PARQUE JABAQUARA, SA,1006
JARDIM UBIRAJARA ZONA SUL, SA,1003
JARDIM ALTO PAULISTANO,SM,999
PARQUE IPÃŠ, BT,999
VILA DA SAUDE,IP,999
JARDIM DAS CAMELIAS, MP,998
CONJUNTO HABITACIONAL PADRE MANOEL DE PA, PE,997
MANDAQUI, JT,995
JARDIM SÃ”NIA REGINA, CL,989
CIPÓ DO MEIO,CS,984
JARDIM MORUMBI,BT,980
JARDIM MONJOLO, FB,978
JARDIM DAS PEDRAS(ZONA SUL),CS,975
JARDIM BOM REFÃšGIO, CL,971
CONJUNTO HABITACIONAL JOVA RURAL, JT,969
VILA RENATO (ZONA NORTE),PJ,969
VILA SÃO VICENTE,FO,969
JARDIM CENTENÁRIO,FB,968
CHÃCARA NANI, CL,967
CONJUNTO HABITACIONAL INÃCIO MONTEIRO, G,966
JARDIM ETELVINA, G,966
JARDIM ROSA MARIA,BT,965
PINHEIROS, BT,965
JARDIM MARISTELA, FB,959
PARQUE DA VILA PRUDENTE, IP,959
CHÁCARA SANTO ANTÔNIO (ZONA SUL),SA,958
JARDIM SÃƒO JOSÃ‰, CL,956
GLEBA DO PÃŠSSEGO, IQ,951
JARDIM SAO JORGE,BT,945
JARDIM PRUDÃŠNCIA, SA,944
JARDIM DA GLÓRIA,IP,942
JARDIM BRASILIA ZONA NORTE, FB,938
ALTO DA LAPA, PJ,933
VILA ESTER (ZONA NORTE),FO,928
VILA PROGRESSO (ZONA SUL),CS,927
VILA CARBONE,FO,925
VILA CALIFÃ“RNIA, IP,918
PARQUE DAS PAINEIRAS, PE,917
GUARAPIRANGA, CL,914
FREGUESIA DO Ó,FO,912
JARDIM DAS PEDRAS, JT,912
PERDIZES, PJ,912
CONJUNTO CITY JARAGUÃ, PJ,911
VILA SOFIA,SA,911
JARDIM SÃO SEBASTIÃO,IQ,910
JARDIM SAO PEDRO ZONA SUL, CS,908
VILA CUNHA BUENO, SM,906
SÃTIO DO MANDAQUI, FB,905
JARDIM LUCÃ‰LIA, CS,902
BROOKLIN NOVO, SA,901
Jardim Capela,CL,901
JARDIM IMPERADOR ZONA LESTE, SM,897
JARDIM UMUARAMA, CL,895
MORRO DO ÃNDIO, CL,894
VILA CAROLINA, MP,893
JARDIM SÃƒO ROBERTO, SM,891
VILA MARIA, JT,889
JARDIM MIRIAM, G,887
JARDIM SAO CARLOS, MP,887
JARDIM SAO JOAO JARAGUA, PJ,887
JARDIM PAQUETA ZONA NORTE,PJ,885
JARDIM PAQUETÁ (ZONA NORTE),PJ,885
JARDIM JARAGUÃ, PJ,883
JARDIM ORIENTAL, SA,872
VILA OLINDA,IQ,872
VILA CARDOSO FRANCO, SM,871
JARDIM RAPOSO TAVARES, BT,867
JARDIM PIRATININGA, PE,866
VILA CHABILÂNDIA,G,864
JARDIM DONA SINHÃ, SM,863
JARDIM PEDRA BRANCA, IQ,857
VILA COSMOPOLITA, G,856
JARDIM GUAPIRA,JT,855
JARDIM SANTA CRUZ (SACOMÃ),IP,855
PARQUE GUAIANAZES, G,855
CONJUNTO HABITACIONAL PADRE JOSÃ‰ DE ANCH, PE,853
VILA ROMANA, PJ,853
VILA JOANIZA, SA,851
PARQUE TIETÊ,FB,846
JARDIM ALVORADA (ZONA SUL),CS,840
JARDIM D ABRIL, BT,838
VILA CLARICE, PJ,838
JARDIM COTINHA, PE,837
VILA NOVA ALBA, BT,835
VILA REGINA, IQ,834
JARDIM JUREMA,IQ,830
VILA SANTA INES, MP,829
FREGUESIA DO O,FB,828
GUACURI,SA,828
VILA CAROLINA,FB,828
JARDIM SANTA EDWIGES (CAPELA DO SOCORRO),CL,827
JARDIM NAZARETH, MP,824
JARDIM ANTÃRTICA, FB,823
VILA PAULISTANA, JT,823
VILA RUI BARBOSA, PE,822
JARDIM SAMARA, CL,818
VILA BABILONIA,SA,816
VILA MEDEIROS, JT,815
JARDIM ALMANARA,FB,814
VILA GUIOMAR, CL,811
MORUMBI, BT,810
VILA DOS REMÉDIOS,PJ,810
JARDIM MARIA VIRGINIA, CL,808
JARDIM TABOÃƒO, BT,808
JARDIM MARILDA, CS,807
JARDIM SAO SAVERIO, IP,807
VILA SIQUEIRA ZONA NORTE, FB,806
JARDIM SANTA JOSEFINA, CL,803
JARDIM TIETÃŠ, SM,800
VILA GUARANI (Z SUL),IP,800
JARDIM ITACOLOMI, SA,797
JARDIM JAPAO, JT,797
CONJUNTO RESIDENCIAL JOSE BONIFACIO, IQ,796
JARDIM DOS ALAMOS, CS,795
JARDIM LAJEADO, G,795
VILA MORAES, IP,794
JARDIM VERA CRUZZONA LESTE, SM,793
VILA SÃLVIA, PE,790
JARDIM MIRIAM, MP,788
JARDIM PEREIRA LEITE,FB,788
BALNEÃRIO MAR PAULISTA, SA,787
JARDIM APURÃ, SA,785
JARDIM DOS IPÊS,MP,785
CONJ PROMORAR ESTRADA DA PARADA, FB,782
JARDIM DRACENA, BT,782
JARDIM ZILDA,CS,782
JARDIM GUANCA, JT,780
PARQUE SONIA, MP,780
VILA DA PAZ, CS,778
VILA CALIFÓRNIA(ZONA SUL),CS,776
RIO BONITO, CS,773
MORRO DOCE,PJ,772
VILA ROSARIA, MP,772
CONJUNTO HABITACIONAL FAZENDA DO CARMO, IQ,771
VILA GUILHERMINA, PE,771
JARDIM PÃ‰ROLA II, G,768
JARDIM LEONOR MENDES DE BARROS, JT,764
JARDIM ROMANO, MP,764
JARDIM SAO JORGE RAPOSO TAVARES, BT,764
VILA CONSTANCA, SA,761
BORTOLÂNDIA,JT,760
CONJ RESIDENCIAL PADRE MANUEL DA NOBREGA,PE,760
PARQUE ESPERANCA,PJ,760
PARQUE ESPERANÇA,PJ,760
VILA SANTA TERESA ZONA LESTE, PE,760
VILA MANGALOT, PJ,757
JARDIM SANTO ANDRE, SM,756
JARDIM SOMARA, CS,754
PARQUE INDEPENDÃŠNCIA, CL,754
PARQUE IPÃŠ, CL,753
VILA SANTISTA, FB,753
JARDIM AMPLIACAO,BT,752
JARDIM IPANEMA, PJ,748
VILA CLARA, SA,748
JARDIM CAPELINHA, CL,747
PARQUE ALVES DE LIMA, CL,747
CIDADE D ABRIL, PJ,746
JARDIM KERALUX, PE,746
PARQUE JABAQUARA, SA,745
VILA AUREA, G,745
JARDIM JOAMAR, JT,743
VILA BELA VISTA, FB,742
PARQUE SANTA AMÃ‰LIA, MP,739
JARDIM GONZAGA, PE,736
VILA MASCOTE, SA,733
JARDIM ANÁLIA FRANCO,IQ,732
VILA NAIR, IP,732
SÃTIO DO PIQUERI, JT,728
SÍTIO DO MORRO,FB,726
VILA MISSIONÃRIA, SA,725
VILA BEATRIZ, PE,723
VILA HERMÍNIA,FB,718
JARDIM FELICIDADE ZONA OESTE,PJ,717
VILA FRANCOS,FO,717
JARDIM PRIMAVERA,FB,716
JARDIM TEREZA, FB,716
VILA SANTA TERESINHA, IQ,713
BARRO BRANCO ZONA NORTE, JT,712
CONJ HABIT VILA NOVA CACHOEIRINHA,FB,712
LAPA,PJ,712
RIVIERA PAULISTA, CL,710
VILA BOAÇAVA,PJ,710
VILA CARRAO, IQ,710
VILA SAO JOSE GUAIANAZES,G,705
PARQUE BELEM, FB,703
REPUBLICA, IP,699
JARDIM ALTO ALEGRE (SÃO RAFAEL),SM,698
VILA PITA,FB,698
JARDIM ANA LUCIA, CS,696
JARDIM NELIA, MP,696
JARDIM NOVO MARILDA,CS,696
RESIDENCIAL SOL NASCENTE, PJ,696
VILA DOS ANDRADES,FO,696
VILA CRUZEIRO,SA,694
VILA JOÃO BATISTA,FB,694
JARDIM ALMEIDA PRADO, CS,693
VILA SAO FRANCISCO ZONA LESTE, PE,693
SANTA CECÃLIA, IP,692
JARDIM ANDARAÃ, JT,690
SUPER QUADRA MORUMBI,BT,690
JARDIM UMUARAMA,SA,689
PARQUE SANTO AMARO, CL,688
PIQUERI, PJ,688
JARDIM BRASILIA, CL,685
JARDIM HELGA, CL,684
JARDIM IPANEMA ZONA OESTE, PJ,683
JARDIM DAS GRACAS, FB,679
JARDIM SÃƒO LUÃS, CL,678
JARDIM NORONHA, CS,674
JARDIM AURÃ‰LIO, CL,672
VILA SANTA CRUZ ZONA LESTE, G,672
JARDIM SANTA TERESINHA, SA,668
JARDIM SANTO ANTÔNIO,CL,660
CIDADE JÃšLIA, SA,659
VILA IOLANDA II, G,654
JARDIM CAPELA, CL,652
CONJUNTO HABITACIONAL VILA NOVA CACHOEIR,FO,650
TERCEIRA DIVISAO, SM,650
VILA DAS MERCÃŠS, IP,650
CIDADE MONCOES, BT,649
FERREIRA, BT,648
JARDIM BOTUCATU, IP,648
JARDIM HEBRON, JT,647
CONJUNTO HABITACIONAL ÃGUIA DE HAIA, IQ,642
VILA PRUDENTE, IP,642
VILA FAZZEONI, CL,641
JARDIM VIVAN, PJ,636
JARDIM GUANHEMBU, CS,635
PIRITUBA, PJ,634
VILA NOVA UNIÃƒO, MP,633
VILA PROGRESSO ZONA NORTE,FO,633
JARDIM LIDIA, CL,631
VILA SANTO ESTÃ‰FANO, IP,630
VILA CONDE DO PINHAL, IP,629
FREGUESIA DO Ó,FB,628
VILA MOINHO VELHO, IP,628
CERQUEIRA CÃ‰SAR, BT,627
JARDIM SÃƒO BENTO NOVO, CL,626
JARDIM ALPINO,CS,625
VILA REGINA ( ZONA LESTE),IQ,625
VILA UNIAO, PE,625
JARDIM AURORA, G,624
VILA ALBERTINA,JT,624
VILA CELESTE, FB,624
JARDIM MORENO, G,623
JARDIM PAULISTANO,FB,622
QUARTA PARADA, PE,621
JARDIM GUARUJA, CL,618
CHACARA SANTO ANTONIO ZONA LESTE, IQ,615
VILA LAÃS, PE,615
VILA HELIÃ“POLIS, IP,613
VILA LÃšCIA, IP,613
JARDIM EDITH, CS,611
VILA ESPERANCA, PE,610
JARDIM SANTA TEREZINHA PEDREIRA, SA,609
JARDIM SÃƒO SAVÃ‰RIO, IP,609
VILA SAO SILVESTRE, MP,609
55, G,608
JARDIM DANFER, PE,608
VILA DOM PEDRO II, JT,608
COHAB SITIO CONCEICAO, G,607
JARDIM NOVA TEREZA, PE,605
CHÃCARA MAFALDA, PE,604
JARDIM ALMEIDA, CS,604
JARDIM SAO FRANCISCO, CL,604
COHAB BARRO BRANCO II, G,602
JARDIM IRENE, G,601
JARDIM ALVORADA ZONA SUL,CS,600
JARDIM MARILIZA,FB,598
JARDIM AMÃ‰RICA DA PENHA, PE,594
JARDIM REPUBLICA, CS,594
JARDIM DA SAÃšDE, IP,593
JARDIM SÃƒO JORGE, BT,593
CHÃCARA MAFALDA, IQ,591
JARDIM ALADIM, CS,589
VILA NOVA,SM,588
PARQUE TOMAZ SARAIVA, IP,587
JARDIM MIMAR,SM,586
JARDIM CAMARGO NOVO, G,585
JARDIM BOA VISTA ZONA OESTE, BT,583
VILA CRISTO REI, FB,583
JARDIM IMBÃ‰, CL,582
JARDIM ROSSIN,FB,582
COHAB JARDIM SAO BENTO, CL,581
VILA PAULISTA I, G,581
JARDIM BANDEIRANTES, SA,580
JARDIM SAO PAULO, JT,580
VILA VITORIO MAZZEI, JT,579
JARDIM SAO GONCALO, SM,578
VILA INDEPENDENCIA,IP,578
VILA CRUZEIRO, G,577
VILA FACHINI, SA,577
SAO MIGUEL PAULISTA, MP,576
VILA SÃƒO FRANCISCO, BT,574
JARDIM CAMPO GRANDE, SA,572
JARDIM VILA CARRÃƒO, SM,572
JARDIM SOUZA, CL,569
JARDIM MARTINI, SA,567
PARQUE IPE, CL,567
JARDIM IAE, CL,566
RIO PEQUENO, BT,560
VILA ANASTACIO, PJ,560
VILA ANGLO BRASILEIRA, PJ,559
JARDIM ROSINHA, PJ,557
PARQUE ITABERABA, FB,557
JARDIM CONSORCIO, SA,555
VILA UNIVERSITÁRIA,BT,555
JARDIM ARANTES, SM,554
PARI, PE,552
JARDIM SORAIA, CL,551
VILA CUNHA BUENO, IP,550
VILA FRANCA, CL,550
PARQUE AMÃ‰RICA, CS,549
JARDIM DAS LARANJEIRAS,FB,548
VILA ANTÃ”NIO, BT,548
VILA INACIO, PJ,546
JARDIM SAO JOAQUIM, CL,545
VILA CAMPANELA, IQ,545
JARDIM NOEMIA, MP,543
VILA SERRALHEIRO,FB,542
CHÃCARA SANTO HUBERTUS, CS,539
Conjunto Residencial Jardim Canaã,SA,536
VILA RE, PE,535
JARDIM PATENTE NOVO, IP,533
JARDIM VERA CRUZ, SM,533
HIGIENÃ“POLIS, IP,532
VILA CAPELA,SA,531
VILA INGLESA, SA,531
ITAIM BIBI, BT,530
CHACARA SANTO ANTONIO ZONA SUL,SA,529
VILA CARIOCA, IP,529
JARDIM GERMÃ‚NIA, CL,528
CONJ PROMORAR SAPOPEMBA, SM,526
JARDIM CATARINA, IQ,525
JARDIM REDIL, IQ,525
PARQUE SÃƒO DOMINGOS, PJ,525
CHACARA INGLESA, PJ,524
JARDIM ANA ROSA, SM,520
JARDIM SANTA LUCRÃ‰CIA, PJ,520
JARDIM NORMA, IQ,518
JARDIM SÃƒO JOAQUIM, CL,518
LIMAO,FO,518
PACAEMBU, IP,518
PARQUE CRUZEIRO DO SUL, IQ,518
VILA ROBERTINA, PE,518
JARDIM MARQUESA, CL,516
TRÊS CRUZES,JT,516
VILA CONGONHAS, SA,515
VILA RICA, CL,515
BOSQUE DA SAÃšDE, IP,514
JARDIM JARAGUA ITAIM PAULISTA, MP,514
JARDIM PERI NOVO,FB,514
VILA JUREMA, MP,514
JARDIM SUL SAO PAULO, SA,513
JARDIM SUL SÃƒO PAULO, SA,513
VILA ORATÃ“RIO, PE,513
INDIANÃ“POLIS, IP,512
JARDIM SANTO ALBERTO, JT,511
VILA INAH, BT,511
JARDIM BANDEIRANTE SAO RAFAEL, SM,508
VILA SAO PAULO,SA,506
VILA CARMOSINA, IQ,505
VILA FRIBURGO, CS,505
SÃTIO ITABERABA I, PJ,502
EMBURA, CS,501
JARDIM SANTA CRUZ (ZONA NORTE), FB,501
JARDIM DAS CAMELIAS, CS,500
PARQUE SANTA CECÍLIA,CS,500
VILA GEA,SA,496
JARDIM MARAJOARA,SA,494
COHAB PADRE JOSE DE ANCHIETA, PE,492
CONJ JOSE BONIFACIO, IQ,491
JARDIM SANTA CRUZ,FO,490
JARDIM MARIA DUARTE, CL,487
JARDIM SAO FRANCISCO ZONA LESTE, PE,487
JARDIM AURORA ZONA LESTE, IQ,486
VILA ITABERABA,FB,486
VILA PRADO,FB,486
JARDIM CENTENÃRIO, FB,484
JARDIM ELIANA, CS,484
JARDIM COIMBRA, CL,481
JARDIM LIDERANÇA,IQ,480
JARDIM BONITO, CS,479
JARDIM VISTA LINDA,CL,479
JARDIM FELICIDADE (ZONA OESTE),PJ,478
JARDIM SANTA BÃBARA, SM,478
CHÃCARA CRUZEIRO DO SUL, PE,476
JARDIM VILA CARRAO, SM,476
VILA SULINA,PJ,476
SICILIANO, PJ,474
VILA PIAUI, PJ,474
JARDIM SELMA, SA,472
PARQUE DAS CEREJEIRAS, CL,471
JARDIM TUA, MP,470
PARQUE COLONIAL, CS,470
AGUA BRANCA, PJ,469
JARDIM MELIUNAS, MP,467
VILA PRUDENTE,PE,465
ALTO DA RIVIERA, CL,464
JARDIM ANTARTICA,FO,464
JARDIM HELIAN, IQ,464
JARDIM MARIA AMÃLIA, CS,464
JARDIM SAO BENTO NOVO,CL,462
VILA ITABERABA,FO,462
VILA POLOPOLI, BT,462
JARDIM DAS ESMERALDAS, BT,461
JARDIM ANGELA, CL,460
VILA NOVA MAZZEI, JT,460
VILA DANUBIO AZUL, MP,459
JARDIM AMPLIACAO, CL,458
JARDIM SERTÃƒOZINHO, CS,457
CONJUNTO JOSÉ BONIFÁCIO,IQ,456
JARDIM SAO VICENTE, MP,455
VILA BANCÁRIA MUNHOZ,FB,454
VILA MINERVA, G,452
JARDIM LUCIA, BT,450
VILA DOM PEDRO I, IP,449
JARDIM CASTRO ALVES, CS,448
VILA FIDALGO, JT,448
JARDIM BELA VISTA ZONA SUL, CS,447
JARDIM IVANA, BT,446
PARADA XV DE NOVEMBRO, G,446
VILA PAULISTANIA, PE,446
JARDIM TRUSSARDI, BT,445
VILA GUMERCINDO, IP,444
VILA NOVA GALVÃƒO, JT,444
CONJUNTO HABITACIONAL SANTA ETELVINA II,SM,443
JARDIM PAULISTANO (ZONA NORTE), FB,443
VILA MARCELO, CS,443
VILA AMALIA ZONA NORTE, FB,442
VILA DAMACENO,CL,442
JARDIM GUARAPIRANGA,CS,440
JARDIM IDEAL, CS,438
VILA ESPANHOLA,FB,432
JARDIM SÃƒO PAULO(ZONA LESTE), G,429
JARDIM PAULISTANO ZONA NORTE, PJ,427
JARDIM EVA, MP,426
JARDIM SAO JOAO SAO RAFAEL, SM,425
CIDADE MAE DO CEU, PE,424
VILA ROSEIRA II, G,424
CHÁCARA GAIVOTAS,CS,423
PARQUE TIETÃŠ, FB,423
JARDIM MORUMBI,CL,422
MIRANDÃ“POLIS, IP,422
VILA PROGRESSO ZONA NORTE,FB,422
BORORE, CS,421
JARDIM CAROLINA, MP,421
JARDIM COLOMBO, BT,421
TREMEMBÃ‰, JT,418
VILA INDUSTRIAL, IP,418
VILA ARICANDUVA, PE,417
PARQUE NOVO GRAJAÃš, CS,416
CHACARA SANTO ANTONIO, IQ,414
FREGUESIA DO O, FB,414
JARDIM SANTA TERESINHA, CS,414
VILA CAROLINA, FB,414
JARDIM ESTRELA DALVA, JT,413
PARQUE SANTA BÃRBARA, CL,412
JARDIM DAS ROSAS IGUATEMI, SM,410
JARDIM NOVA TEREZA,MP,410
ACLIMAÃ‡ÃƒO, IP,408
VILA BABY,SA,408
JARDIM ALMANARA, FB,407
JARDIM CRISTAL, CS,407
VILA LONDRINA, PE,407
JARDIM LIMOEIRO, SM,406
PARQUE ALTO DO RIO BONITO, CS,406
PARQUE GUAIANASES, G,405
VILA JARAGUÃ, PJ,405
JARDIM DAS CAMÃ‰LIAS, MP,404
CARANDIRU, JT,403
JARDIM ITAPEMA, IQ,403
JARDIM MONTE VERDE, CS,401
CONJ HABIT JUSCELINO KUBITSCHEK, G,397
JARDIM COLONIAL, CS,397
JARDIM PEDREIRA, SA,397
CONJUNTO RESIDENCIAL VISTA VERDE, PJ,396
JARDIM RIZZO, BT,396
NÚCLEO DO ENGORDADOR,JT,396
JARDIM NOVA VITÃ“RIA I, SM,395
JARDIM PEREIRA LEITE, FB,394
CHÁCARA NOSSA SENHORA APARECIDA,FB,392
VILA NOVA CONCEICAO,IP,392
VILA VITÃ“RIO MAZZEI, JT,391
INSTITUTO DE PREVIDÃŠNCIA, BT,388
VILA CAJU, PE,388
PARQUE GUARANI, MP,385
VALO VELHO, CL,385
VILA CONCEICAO, MP,385
VILA CONCEIÇÃO,MP,385
VILA NORMA, MP,385
JARDIM ALFREDO, CL,384
JARDIM NAIR, MP,384
JARDIM ARIZE, IQ,383
VILA REGENTE FEIJÃ“, PE,383
CONJUNTO PROMORAR VILA MARIA III, JT,382
JARDIM DO CAMPO, G,379
JARDIM IPÃŠ, CL,379
JARDIM SAO RAFAEL, CS,379
JARDIM MONTE AZUL, CL,377
ENGENHEIRO MARSILAC, CS,375
JARDIM TRÊS CORAÇÕES,CS,375
IMIRIM, JT,373
CIDADE NOVA AMÃ‰RICA, CS,371
JARDIM HELOISA, MP,371
JD SAO SAVERIO, IP,371
VILA BASILEIA, JT,370
VILA REGINA  ZONA LESTE, IQ,369
JARDIM IPANEMA ZONA SUL, CS,368
JD ROBRU, MP,368
SANTA TERESINHA,JT,368
VILA ALBANO, BT,368
FURNAS, JT,366
JARDIM OLYMPIA, BT,365
CHACARA SAO JOAO, PJ,364
NOSSA SENHORA DO Ó,FB,364
SÃTIO DO MORRO, FB,363
JARDIM DONÃRIA, PJ,361
JARDIM MARILIA, IQ,361
HELIOPOLIS,IP,360
JARDIM SANTA EDWIGES,CL,360
SÃO JUDAS,IP,360
VILA HORTÃŠNCIA, G,360
JARDIM SANTO ANTONIO, MP,359
JARDIM SAO MARTINHO, MP,359
VILA HERMÃNIA, FB,359
VILA REGINA,FO,359
HIGIENOPOLIS, IP,358
JARDIM PAULISTA, IP,358
JARDIM PRIMAVERA, FB,358
Jardim Indaiá,MP,358
CONJ HABIT VILA NOVA CACHOEIRINHA, FB,356
JARDIM GIANETTI, G,356
VILA IOLANDALAJEADO, G,356
VILA NOVA GALVAO, JT,356
JARDIM ELLUS, CS,353
JARDIM ELZA, MP,353
VILA GUARANIZONA SUL, SA,353
JARDIM VALPARAISO,JT,352
FAZENDA MORUMBI, BT,351
JARDIM LISBOA, PE,351
JARDIM VERGUEIRO SACOMA, IP,351
PARAISÃ“POLIS, BT,351
RECANTO MARISA, CS,350
UNIÃƒO DE VILA NOVA, MP,350
MORADA DO SOL, PJ,349
VILA PITA, FB,349
JARDIM NAMBA,BT,348
VILA LAGEADO, BT,348
VILA PROGREDIOR, BT,348
CHÃCARA SÃƒO SILVESTRE, CS,347
JARDIM DIONISIO, CL,347
VILA JOÃƒO BATISTA, FB,347
VILA MIRIAM, PJ,347
JARDIM CENTENÃRIO, G,346
JARDIM DO ALTO, CS,346
JARDIM FRANCISCO MENDES, JT,346
JARDIM SÃO GONÇALO,SM,346
SE, IP,346
TATUAPE,PE,346
BURGO PAULISTA, PE,345
BARRO BRANCO, G,343
VILA BUTANTÃƒ, BT,343
CERQUEIRA CESAR,BT,342
LIMOEIRO, IQ,342
VILA CHUCA, IQ,342
VILA DOS REMEDIOS, PJ,342
JARDIM DAS VERTENTES, BT,341
JARDIM PRESIDENTE,CS,341
JD IPANEMA, PJ,341
PARQUE IMPERIAL, IP,341
VILA BUARQUE, IP,341
VILA CENTENÃRIO, PE,341
VILA REMO, CL,340
PARAISOPOLIS, BT,339
CONJ HAB SITIO CONCEICAO, G,338
ALTO DA MOOCA,PE,337
VILA MARIETA, PE,337
SÃTIO CARAGUATA, IP,336
CUPECÃŠ, SA,335
JARDIM PERI, JT,335
JD SILVEIRA, CS,335
JARDIM HERCULANO, CL,334
JARDIM DOS MANACÃS, CS,331
Vila Itaim,MP,331
PRAIA PAULISTINHA,CS,330
VILA AGUA FUNDA, IP,330
JARDIM JARAGUÃ (ITAIM PAULISTA), MP,329
JARDIM NELIA IV, MP,329
PARQUE INDUSTRIAL,MP,329
Parque Industrial,MP,329
VILA POMPÃ‰IA, PJ,329
JARDIM SAO BENEDITO, CS,328
JARDIM VERGUEIRO, IP,328
JARDIM DAS LARANJEIRAS, SM,327
JARDIM PALMARES (ZONA SUL),SA,327
JARDIM PALMARES ZONA SUL, SA,327
PARAÃSO, IP,327
ALTOS DE VILA PRUDENTE, SM,326
JARDIM JACANA, JT,326
JARDIM OLINDA, CL,326
VILA BAUAB, PE,326
JARDIM NOVO HORIZONTE, CS,325
PARQUE FONGARO, IP,325
JARDIM ANGELINA, CS,324
JARDIM DOS LAGOS,CS,324
VILA EMA, SM,324
VILA CALIFORNIA, CS,323
VILA RENATO ZONA NORTE, PJ,323
CHACARA TATUAPE, PE,322
JARDIM PRUDENCIA, SA,322
JARDIM SAO PAULO, G,320
PARQUE VITÃ“RIA, JT,320
JARDIM SAO JOAO GUAIANAZES, G,319
CONJ HABIT BRIGADEIRO FARIA LIMA, CS,318
JARDIM MARIA RITA, CS,317
JARDIM QUISISANA VILA NOVA CURUCA, MP,316
SUMAREZINHO, BT,316
JARDIM BOM PASTOR, CL,315
VILA BONILHA, PJ,315
CIDADE A E CARVALHO, PE,314
PARQUE SAVOI CITY, IQ,314
VILA SAO JOSE,CS,314
JARDIM FRATERNIDADE, CL,313
JARDIM VERÃ”NIA, PE,313
PQ BRISTOL, IP,313
JARDIM PAULISTANO, FB,311
JARDIM SAO JOSE, CS,311
VILA CARBONE,FB,311
CONJ RESID ELISIO TEIXEIRA LEITE, PJ,310
LAPA DE BAIXO, PJ,310
MARANHÃƒO, PE,310
VILA ERNA, SA,310
CUPECE, SA,309
JARDIM RECORD, IQ,309
PEDREIRA, SA,309
VILA ANTONIO, BT,309
VILA PROGRESSO ZONA SUL, CS,309
JARDIM LEME, CL,308
JARDIM ORLY,SA,308
JARDIM VISTA LINDA, PJ,308
VILA SÃƒO FRANCISCO, PE,307
JARDIM MIRANTE, CL,306
PARQUE GRAJAÃš, CS,304
VILA AIMORE, MP,304
VILA PATRIMONIAL, SA,304
MIRANDOPOLIS, IP,303
MOÃ“CA, PE,303
MORRO DOCE, PJ,302
PARQUE DOM JOAO NERI, MP,302
JARDIM RUTH, MP,300
VILA NOVA PERUS, PJ,300
CIDADE CENTENARIO, SM,299
JARDIM MARILIZA, FB,299
VILA EUTHALIA, PE,298
JARDIM THOMAZ, CL,297
BALNEÃRIO SÃƒO FRANCISCO, SA,296
JARDIM AVELINO, IP,296
JARDIM DA LARANJEIRA (ZONA LESTE), SM,296
JARDIM SABARÃ, SA,296
VILA SANTANA, PE,296
CHACARA MAFALDA, PE,295
PARQUE SÃƒO MIGUEL, CS,295
VILA AMALIA ZONA LESTE, PE,295
GUAIAUNA, PE,294
JARDIM TANGO,IQ,294
VILA SANTA INÃŠS, MP,294
VILA GRACIOSA, PE,293
FAZENDA DO CARMO, IQ,291
JARDIM ANHANGUERA, SA,291
JARDIM ROSSIN, FB,291
SAO MIGUEL,MP,290
JARDIM LIDERANCA, IQ,287
JARDIM ROSANA, CL,285
JARDIM SÃƒO JOÃƒO, CL,285
JARDIM Ã‚NGELA (ZONA LESTE), SM,285
PARQUE SANTA AMELIA, MP,285
CHACARA FLORIDA,CL,284
JARDIM COLORADO, SM,284
JARDIM MORAIS PRADO,CS,284
MOOCA, IP,284
JARDIM ALTO ALEGRE SAO RAFAEL, SM,283
JARDIM SÃƒO CRISTÃ“VÃƒO, SM,282
JD. INGA,CL,282
BALNEÃRIO SÃƒO JOSÃ‰, CS,280
JARDIM NOVE DE JULH,SM,280
LUZ,PE,280
VILA SOCORRO, CS,280
CONJUNTO HABITACIONAL MARECHAL MASCARENH,SM,278
JARDIM VITÃ“RIA, G,278
JARDIM GILDA MARIA, BT,276
VILA PIRACICABA, MP,276
VILA SANTO ESTEVÃO,PE,275
JARDIM DAS LARANJEIRAS, FB,274
JARDIM IPANEMA,CS,274
JARDIM PARIS,CL,274
JARDIM SAO PAULOZONA NORTE, JT,274
VILA 1 DE OUTUBRO,G,274
VILA RICA, IQ,273
JARDIM ALVORADA, BT,272
JARDIM CAGUASSU, IQ,272
FAZENDA CAGUACU, IQ,271
JARDIM ÃRIS, PJ,271
VILA SERRALHEIRO, FB,271
CIDADE NITRO OPERARIA,FB,270
JARDIM AUGUSTA, G,270
